sample_id,split,gloss,text,frames,start,end
00_0321,train,انا مساعده فقير,اساعد الفقراء,131,46976,47107
00_0322,train,انا صديق مدرسه مع ثلاث بنت ولد خمس,اصدقائي في المدرسه ثلاث بنات و خمس اولاد,263,47107,47370
00_0323,train,انا معرفه لغه اشاره,انا اتعلم لغه الاشاره,148,47370,47518
00_0324,train,انا وضوء صلاه,انا اتوضا للصلاه,169,47518,47687
00_0325,train,انا حب كره_قدم صيد سمكه,انا احب كره القدم وصيد السمك,226,47687,47913
00_0326,train,انا طاعه سوال معلم,انا احترم المعلم,190,47913,48103
00_0327,train,انا زياره اقارب مستمر,انا ازور اقاربي دائما,207,48103,48310
00_0328,train,انا عمل معلم مدرسه,انا اعمل معلم مدرسه,142,48310,48452
00_0329,train,انا نار خلط صباح اكل,انا اجهز الفطور,231,48452,48683
00_0330,train,انا حفظ مدرسه قراءه,انا احفظ الدرس,152,48683,48835
00_0331,train,انا مدرسه جامعه,انا ادرس في الجامعه,143,48835,48978
00_0332,train,انا معرفه قراءه مدرسه,انا اذاكر دروسي,165,48978,49143
00_0333,train,انا ذهاب مدرسه,انا اذهب للمدرسه,169,49143,49312
00_0334,train,انا مشي منزل,انا اذهب للمنزل,121,49312,49433
00_0335,train,انا فوضى ترتيب غرفه نوم,انا ارتب غرفتي,220,49433,49653
00_0336,train,انا طاعه معلم بنت,انا استمع للمعلمه,187,49653,49840
00_0337,train,انا ذهاب مع اب صلاه الجمعه,انا ذاهب مع والدي الي صلاه الجمعه,211,49840,50051
00_0338,train,انا زوج مع كل_يوم مشي,انا وزوجتي نمشي يوميا,179,50051,50230
00_0339,train,اب نوم سرير,ابي ينام على السرير,209,50230,50439
00_0340,train,الاسبوع_الماضي جد موت رحمه الله,الاسبوع الماضي جدي مات رحمه الله,224,50439,50663
00_0341,train,الاسبوع_الماضي صديق جد موت,الاسبوع الماضي صديقي جده مات,255,50663,50918
00_0342,train,الجمعه السبت اجازه,الجمعه و السبت عطله,161,50918,51079
00_0343,train,شرطه قال ممنوع انتظار,الشرطي قال ممنوع الانتظار,208,51079,51287
00_0344,train,صيف نهايه ذهاب برد,الصيف انتهى و جاء الشتاء,222,51287,51509
00_0345,train,غني مساعده فقير,الغني يساعد الفقير,188,51509,51697
00_0346,train,ولد ذهاب مدرسه ابتسامه,الولد يخرج من المدرسه سعيد,231,51697,51928
00_0347,train,ولد دخل مدرسه خوف,الولد يدخل المدرسه خائف,223,51928,52151
00_0348,train,هو ابن بنت اول عمر سن سوال اسم سوال,ابنتك الاولى كم عمرها و ما اسمها,242,52151,52393
00_0349,train,رقم عمر ابن ولد,كم عمر ابنك,158,52393,52551
00_0350,train,اب هو اسم سوال,ابوك ما اسمه,138,52551,52689
00_0351,train,ام اب صم,ابي و امي من الصم,159,52689,52848
00_0352,train,انا اخ موزه اكل صباح,اخي ياكل الموز صباحا,173,52848,53021
00_0353,train,استيقاظ وقت ست صباح,استيقظ الساعه السادسه فجرا,157,53021,53178
00_0354,train,اسف فهم كلام لا انا,اسف لا افهم ما تقول,151,53178,53329
00_0355,train,انا اسم م ر ا د,اسمي مراد,148,53329,53477
00_0356,train,انا تنظيف_اسنان,اغسل اسناني,117,53477,53594
00_0357,train,غسل_وجه,اغسل وجهي,118,53594,53712
00_0358,train,غسل_يد,اغسل يدي,132,53712,53844
00_0359,train,بحر لون ازرق,البحر ازرق,127,53844,53971
00_0360,train,عضل رياضه فائده صحه,البروتين مفيد للجسم,149,53971,54120
00_0361,train,منزل جدار لون ابيض,الجدار ابيض,161,54120,54281
00_0362,train,مدرسه سهل,الدرس سهل,125,54281,54406
00_0363,train,مدرسه مشاهده فائده,الدرس مفيد,148,54406,54554
00_0364,train,ولد شخص صعود جبل,الرجل يصعد الجبل,125,54554,54679
00_0365,train,السبت ماضي انا تعب,السبت الماضي كنت متعب,189,54679,54868
00_0366,train,السلام_عليكم,السلام عليكم,108,54868,54976
00_0367,train,ولد بناء منزل جميل,الشاب يبني بيت جميل,197,54976,55173
00_0368,train,شباب شخص رغبه سباحه,الشاب يحب السباحه,163,55173,55336
00_0369,train,صلاه حلو,الصلاه جميله,126,55336,55462
00_0370,train,د مساعده انسان,الطبيب يساعد الناس,119,55462,55581
00_0371,train,اكل فائده مستشفى,الطعام صحي,223,55581,55804
00_0372,train,قلم لون ازرق,القلم ازرق,152,55804,55956
00_0373,train,لون قلم انا خاص,القلم هذا لي,136,55956,56092
00_0374,train,مدرسه جميل,الكتاب رائع,148,56092,56240
00_0375,train,ترجمه سريع ذكي,المترجم سريع وذكي,170,56240,56410
00_0376,train,نوم فندق ممتاز سعيد,النوم بالفندق مريح,191,56410,56601
00_0377,train,ولد هو كتابه,الولد يكتب الدرس,159,56601,56760
00_0378,train,ولد شخص لعب,الولد يلعب,135,56760,56895
00_0379,train,مع_السلامه,الى اللقاء,102,56895,56997
00_0380,train,ام نداء انا اخ,امي تنادي اخي,165,56997,57162
00_0381,train,انا فهم لغه اشاره قليل,انا افهم لغه الاشاره قليلا,138,57162,57300
00_0382,train,انا كره طفل بكاء,انا اكره بكاء الطفل,170,57300,57470
00_0383,train,انا سعيد سبب مشاهده,انا سعيد برويتك,178,57470,57648
00_0384,train,انا عمر اثنان_ثلاثون سن,انا عمري ٣٢ سنه,153,57648,57801
00_0385,train,هو حب قهوه كوفي,انت تحب القهوه,146,57801,57947
00_0386,train,هو شخص ذكي,انت شخص ذكي,158,57947,58105
00_0387,train,هو سوال منزل موقع سوال,ما هو عنوان منزلك,198,58105,58303
00_0388,train,انا جد ماضي شراء مزرعه,جدي اشترى مزرعه,169,58303,58472
00_0389,train,جد ماضي حب شاي اب انا حب قهوه,جدي يحب الشاي و ابي يحب القهوه,281,58472,58753
00_0390,train,مدرسه قصه يوجد طاوله هو,كتاب القصه على الطاوله,152,58753,58905
00_0391,train,استفهام سوال ابن جيد,كيف حال ابنك,137,58905,59042
00_0392,train,استفهام سوال شخص هو اسره جيد,كيف حال اسرتك,183,59042,59225
00_0393,train,انا زوج لا_يوجد,انا لست متزوج,121,59225,59346
00_0394,train,مع ذهاب,نذهب معا,96,59346,59442
00_0395,train,استفهام هو اسم سوال,ما هو اسمك,109,59442,59551
00_0396,train,هو عمل سوال,ماذا تعمل,104,59551,59655
00_0397,train,انا صم,انا اصم,155,59655,59810
00_0398,train,استفهام هو صم,هل انت اصم,129,59810,59939
00_0399,train,استفهام هو زوج,هل انت متزوج,143,59939,60082
00_0400,train,كل_يوم صباح مشي وقت اثنان,يوميا في الصباح امشي لمده ساعتين,194,60082,60276
00_0401,train,انا رغبه اكل مكرونه,اريد ان اكل المكرونه,139,60276,60415
00_0402,train,انا رغبه شراء بيض رز,اريد شراء البيض و الرز,170,60415,60585
00_0403,train,انا رغبه ذهاب بحر,اريد ان اذهب الى البحر,175,60585,60760
00_0404,train,هو بنت شخص حذاء اسود فستان لون وردي,البنت ترتدي حذاء اسود و فستان وردي,243,60760,61003
00_0405,train,صيف ذهاب صيد سمكه,في الصيف اذهب لصيد السمك,177,61003,61180
00_0406,train,انا اخ حب لون احمر,اخي يحب اللون الاحمر,124,61180,61304
00_0407,train,سرير خفيف سعيد,السرير مريح,121,61304,61425
00_0408,train,كلب خلف منزل,الكلب خلف الحائط,136,61425,61561
00_0409,train,انا سن الم سن,عندي الم في اسناني,115,61561,61676
00_0410,train,انا حفيد مع ذهاب قهوه كوفي,انا و احفادي ذهبنا الى المقهى,177,61676,61853
00_0411,train,انا اسف,انا اسف,116,61853,61969
00_0412,train,فندق داخل برد,الفندق بارد,143,61969,62112
00_0413,train,انا ابن ت س م م بطن,ابني يعاني من تسمم غذائي,169,62112,62281
00_0414,train,انا حب لا ال ب ق و ل ي ا ت,لا احب البقوليات,230,62281,62511
00_0415,train,انا معرفه سبب اختبار,انا اذاكر للاختبار,153,62511,62664
00_0416,train,انا وضوء قبل نوم,انا اتوضا قبل النوم,117,62664,62781
00_0417,train,ام نار خلط غرفه خلط,امي تطبخ الفطور في المطبخ,199,62781,62980
00_0418,train,طفل لعب بحر قريب,الطفل يلعب على الشاطى,168,62980,63148
00_0419,train,انا حب برد,احب البرد,116,63148,63264
00_0420,train,انا حب تفاحه موزه انواع صيف,احب اكل الفاكهه في الصيف,192,63264,63456
00_0421,train,انا لقاء اقارب مباراه,التقي باقاربي في المباراه,136,63456,63592
00_0422,train,سوال موقع بيع,اين المتجر,99,63592,63691
00_0423,train,انا ابن بنت بطن,ابنتي تعاني من الم في المعده,147,63691,63838
00_0424,train,انا اخ رغبه لا ال خ س,اختي لا تحب الخس,160,63838,63998
00_0425,train,دجاج طير في ب ر و ت ي ن,الدجاج فيه بروتين,192,63998,64190
00_0426,train,انا اخ مع ارنب قصه رمايه,اخي في فريق الرمايه,158,64190,64348
00_0427,train,انتظار اخ بنت جامعه,انتظر اختي في الجامعه,146,64348,64494
00_0428,train,شخص خدمه نحيف ركض سرعه,النادل نحيل وسريع,179,64494,64673
00_0429,train,طفل بكاء صراخ ازعاج,بكاء الطفل مزعج,146,64673,64819
00_0430,train,اخ بنت جديله لون اصفر,شعر اختي طويل ولونه اشقر,169,64819,64988
00_0431,train,ذاكره نسيان تذكره طياره,لقد نسيت تذكره الطياره,163,64988,65151
00_0432,train,لا طاوله كرسي لا,لا تجلس على الطاوله,150,65151,65301
00_0433,train,رغبه وقت اتقان د هضمي,اريد موعد مع طبيب الجهاز الهضمي,203,65301,65504
00_0434,train,ولد هو اختفاء شرطه,هرب الرجل من الشرطه,153,65504,65657
00_0435,train,انا غسل_وجه صباح,اغسل وجهي في الصباح,154,65657,65811
00_0436,train,انا شراء انا اخ شراء دراجه_ناريه,اشترى اخي دراجه ناريه,215,65811,66026
00_0437,train,انا منزل مدرسه اخر نهايه,انتهيت من واجباتي المدرسيه,158,66026,66184
00_0438,train,حقيبه_يد حقيبه_ظهر حقيبه_يد خفيف لا,الحقيبه ليست خفيفه,193,66184,66377
00_0439,train,كلب جبل صعود,الكلب يصعد الجبل,136,66377,66513
00_0440,train,ولد كتابه جدار كتابه,الولد يكتب على الجدار,125,66513,66638
00_0441,train,انا الثلاثاء شراء تصوير,ساشتري كاميرا يوم الثلاثاء,146,66638,66784
00_0442,train,ممنوع كرسي لا_2,ممنوع الجلوس,112,66784,66896
00_0443,train,سوال مال سوال صوره اسود بطن,كم سعر تصوير الموجات فوق الصوتيه للبطن,289,66896,67185
00_0444,train,استفهام لوحه الثلاثاء مفتوح هو,هل المحل مفتوح يوم الثلاثاء,155,67185,67340
00_0445,train,هو ثلج قليل هنا,الثلج نادر هنا,156,67340,67496
00_0446,train,هو تاريخ وقت ولاده,متى موعد الولاده,128,67496,67624
00_0447,train,انا حضور تاريخ وقت محدد تاخير,حضرت للموعد متاخر,207,67624,67831
00_0448,train,انا رغبه شكوى سبب ازعاج,اريد تقديم شكوى بسبب الازعاج,163,67831,67994
